rank,region_id,region_name,state,city,metro,county_name,current_value,appreciation_pct,appreciation_score,velocity_score,distress_score,pricing_power_score,value_gap_score,composite_score,days_to_pending,price_cut_pct,sale_to_list,value_gap_pct,strategy
79,74174,37098,TN,Lyles,,Hickman County,254231.25081641308,6.813792291905664,92.64680405776471,,,,83.41660342404073,69.01585187045136,,,,327.49863691888635,Value-Add Flip
80,79228,48463,MI,Otisville,"Flint, MI",Genesee County,230559.60534084783,8.36318517944488,100.0,90.74803149606299,68.36944686673179,20.46506785227146,54.56907869249058,68.99812394871917,32.166666666666664,26.2198488580507,0.9993975282715953,205.9080754744553,Value-Add Flip
81,78502,47244,IN,Hartsville,"Columbus, IN",Bartholomew County,263037.7556133976,7.3701560850631775,96.24344330776917,89.3584993052339,100.0,,15.428791088050694,68.82183349474005,33.166666666666664,31.708138072882107,,40.93414480943011,Value-Add Flip
82,85047,61547,IL,,"Peoria, IL",Peoria County,266556.1988061171,8.732275379509092,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
83,85071,61604,IL,Peoria,"Peoria, IL",Peoria County,104644.80965928224,8.110424568006627,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
84,85037,61536,IL,Hanna City,"Peoria, IL",Peoria County,218700.84586645008,10.564349655304158,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
85,85025,61523,IL,Chillicothe,"Peoria, IL",Peoria County,177198.70011479416,10.099052628233004,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
86,85030,61529,IL,Elmwood,"Peoria, IL",Peoria County,177991.4772379461,8.417878769677168,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
87,84986,61451,IL,Laura,"Peoria, IL",Peoria County,176203.61849524034,8.138714163754447,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
88,85028,61526,IL,Edelstein,"Peoria, IL",Peoria County,272083.3746106532,11.127285942923255,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
89,85034,61533,IL,Glasford,"Peoria, IL",Peoria County,187215.48835575776,12.667682361636668,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
90,85022,61517,IL,Brimfield,"Peoria, IL",Peoria County,280943.7626609857,10.824811600756657,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
91,85064,61569,IL,Trivoli,"Peoria, IL",Peoria County,256564.44912550724,12.97415842336008,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
92,85079,61614,IL,Peoria,"Peoria, IL",Peoria County,193158.9352101532,9.592322067241925,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
93,85073,61606,IL,Peoria,"Peoria, IL",Peoria County,118713.1442602552,9.006401517069216,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
